Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
500,17,21/02/2018 08:35:08,85479836,5,0,2500,0,500,500,500.0,0.0,0,0,0.0,0.0,29.24666351,0.058493327,21400000.0,15300000.0,42000000,7200407,85500000,21400000.0,15300000.0,42000000,7200407,0,0.0,0.0,0,0,0,0,0,0,40,0,0.058493327,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,600.0,500.0,0.0,0,0,0,0,0,0,5,2500,0,0,-1,-1,4,8,0.0,0.0,0,0,21400000.0,15300000.0,42000000,7200407,Benign
500,17,21/02/2018 08:35:08,85479836,5,0,2500,0,500,500,500.0,0.0,0,0,0.0,0.0,29.24666351,0.058493327,21400000.0,15300000.0,42000000,7200407,85500000,21400000.0,15300000.0,42000000,7200407,0,0.0,0.0,0,0,0,0,0,0,40,0,0.058493327,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,600.0,500.0,0.0,0,0,0,0,0,0,5,2500,0,0,-1,-1,4,8,0.0,0.0,0,0,21400000.0,15300000.0,42000000,7200407,Benign
500,17,21/02/2018 08:35:53,89479861,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52709723,0.067054194,17900000.0,15300000.0,42000000,4000380,89500000,17900000.0,15300000.0,42000000,4000380,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054194,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000380.0,0.0,4000380,4000380,21400000.0,15300000.0,42000000,7200234,Benign
500,17,21/02/2018 08:35:53,89479860,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52709761,0.067054195,17900000.0,15300000.0,42000000,4000379,89500000,17900000.0,15300000.0,42000000,4000379,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054195,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000379.0,0.0,4000379,4000379,21400000.0,15300000.0,42000000,7200236,Benign
0,0,21/02/2018 08:36:24,112641500,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633168,56300000.0,56.56854249,56300000,56300000,113000000,56300000.0,56.56854249,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633168,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,56.56854249,56300000,56300000,Benign
500,17,21/02/2018 08:37:15,85479297,5,0,2500,0,500,500,500.0,0.0,0,0,0.0,0.0,29.24684792,0.058493696,21400000.0,15300000.0,42000000,7200349,85500000,21400000.0,15300000.0,42000000,7200349,0,0.0,0.0,0,0,0,0,0,0,40,0,0.058493696,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,600.0,500.0,0.0,0,0,0,0,0,0,5,2500,0,0,-1,-1,4,8,0.0,0.0,0,0,21400000.0,15300000.0,42000000,7200349,Benign
500,17,21/02/2018 08:37:15,85479299,5,0,2500,0,500,500,500.0,0.0,0,0,0.0,0.0,29.24684724,0.058493694,21400000.0,15300000.0,42000000,7200350,85500000,21400000.0,15300000.0,42000000,7200350,0,0.0,0.0,0,0,0,0,0,0,40,0,0.058493694,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,600.0,500.0,0.0,0,0,0,0,0,0,5,2500,0,0,-1,-1,4,8,0.0,0.0,0,0,21400000.0,15300000.0,42000000,7200350,Benign
500,17,21/02/2018 08:37:49,89479159,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52736026,0.067054721,17900000.0,15300000.0,42000000,4000259,89500000,17900000.0,15300000.0,42000000,4000259,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054721,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000259.0,0.0,4000259,4000259,21400000.0,15300000.0,42000000,7200396,Benign
500,17,21/02/2018 08:37:49,89479146,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52736514,0.06705473,17900000.0,15300000.0,42000000,4000248,89500000,17900000.0,15300000.0,42000000,4000248,0,0.0,0.0,0,0,0,0,0,0,48,0,0.06705473,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000248.0,0.0,4000248,4000248,21400000.0,15300000.0,42000000,7200393,Benign
500,17,21/02/2018 08:38:38,89479394,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52727221,0.067054544,17900000.0,15300000.0,42000000,4000149,89500000,17900000.0,15300000.0,42000000,4000149,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054544,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000149.0,0.0,4000149,4000149,21400000.0,15300000.0,42000000,7200375,Benign
500,17,21/02/2018 08:38:38,89479394,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52727221,0.067054544,17900000.0,15300000.0,42000000,4000150,89500000,17900000.0,15300000.0,42000000,4000150,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054544,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000150.0,0.0,4000150,4000150,21400000.0,15300000.0,42000000,7200374,Benign
22,6,21/02/2018 08:41:28,368041,5,6,583,1017,560,0,116.6,248.0681358,976,0,169.5,395.4429162,4347.341736,29.88797444,36804.1,55394.45416,132646,14,367142,91785.5,52573.03558,132669,17023,368018,73603.6,61836.64434,137196,885,0,0,0,0,112,132,13.58544293,16.30253151,0,976,133.3333333,309.699659,95913.87879,0,0,1,1,0,0,0,1,1,145.4545455,116.6,169.5,0,0,0,0,0,0,5,583,6,1017,8192,219,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,21/02/2018 08:41:28,94821,3,1,56,0,56,0,18.66666667,32.33161507,0,0,0.0,0.0,590.5864735,42.1847481,31607.0,54720.68161,94793,7,94821,47410.5,67008.97412,94793,28,0,0.0,0.0,0,0,0,0,0,0,60,20,31.63856108,10.54618703,0,56,11.2,25.04396135,627.2,0,0,0,0,1,0,0,0,0,14.0,18.66666667,0.0,0,0,0,0,0,0,3,56,1,0,252,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
20388,6,21/02/2018 08:32:54,1317480,4,6,384,64,128,64,96.0,36.95041723,64,0,10.66666667,26.12789059,340.0431126,7.590248049,146386.6667,377472.1241,1150273,55,1234376,411458.6667,712570.321,1234264,55,1304072,260814.4,498120.957,1150273,157,1,0,0,0,80,120,3.03609922,4.55414883,0,128,46.54545455,50.31970516,2532.072727,0,1,0,0,1,0,0,0,1,51.2,96.0,10.66666667,0,0,0,0,0,0,4,384,6,64,253,253,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,21/02/2018 08:39:13,112641212,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633236,56300000.0,62.22539674,56300000,56300000,113000000,56300000.0,62.22539674,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633236,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,62.22539674,56300000,56300000,Benign
500,17,21/02/2018 08:39:56,89479975,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52705452,0.067054109,17900000.0,15300000.0,42000000,4000392,89500000,17900000.0,15300000.0,42000000,4000392,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054109,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000392.0,0.0,4000392,4000392,21400000.0,15300000.0,42000000,7200322,Benign
500,17,21/02/2018 08:39:56,89479972,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52705564,0.067054111,17900000.0,15300000.0,42000000,4000388,89500000,17900000.0,15300000.0,42000000,4000388,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054111,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000388.0,0.0,4000388,4000388,21400000.0,15300000.0,42000000,7200323,Benign
500,17,21/02/2018 08:40:34,89479713,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52715269,0.067054305,17900000.0,15300000.0,42000000,4000256,89500000,17900000.0,15300000.0,42000000,4000256,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054305,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000256.0,0.0,4000256,4000256,21400000.0,15300000.0,42000000,7200362,Benign
500,17,21/02/2018 08:40:34,89479710,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52715381,0.067054308,17900000.0,15300000.0,42000000,4000252,89500000,17900000.0,15300000.0,42000000,4000252,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054308,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000252.0,0.0,4000252,4000252,21400000.0,15300000.0,42000000,7200362,Benign
500,17,21/02/2018 08:41:23,89479985,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52705077,0.067054102,17900000.0,15300000.0,42000000,4000338,89500000,17900000.0,15300000.0,42000000,4000338,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054102,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000338.0,0.0,4000338,4000338,21400000.0,15300000.0,42000000,7200469,Benign
500,17,21/02/2018 08:41:23,89479984,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52705114,0.067054102,17900000.0,15300000.0,42000000,4000337,89500000,17900000.0,15300000.0,42000000,4000337,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054102,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000337.0,0.0,4000337,4000337,21400000.0,15300000.0,42000000,7200470,Benign
0,0,21/02/2018 08:42:02,112641672,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633127,56300000.0,193.747258,56300000,56300000,113000000,56300000.0,193.747258,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633127,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,193.747258,56300000,56300000,Benign
80,6,21/02/2018 08:45:17,247053,3,4,44,964,44,0,14.66666667,25.40341184,964,0,241.0,482.0,4080.096174,28.33400121,41175.5,98534.40329,242288,25,245932,122966.0,168782.146,242313,3619,247028,82342.66667,141673.4008,245932,48,0,0,0,0,104,136,12.14314337,16.19085783,0,964,126.0,338.9530098,114889.1429,0,0,0,1,0,0,0,0,1,144.0,14.66666667,241.0,0,0,0,0,0,0,3,44,4,964,5840,210,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:18,2722,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1102.130786,1361.0,1903.531455,2707,15,2722,1361.0,1903.531455,2707,15,0,0.0,0.0,0,0,0,0,0,0,96,0,1102.130786,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,1942,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:18,1244382,3,5,55,492,55,0,18.33333333,31.75426481,492,0,98.4,220.029089,439.5756287,6.428894021,177768.8571,372772.9405,996982,11,1243993,621996.5,879620.3297,1243982,11,1244358,311089.5,471833.6349,996982,48,0,0,0,0,104,176,2.410835258,4.018058763,0,492,60.77777778,162.7281305,26480.44444,0,0,0,1,0,0,0,0,1,68.375,18.33333333,98.4,0,0,0,0,0,0,3,55,5,492,5840,210,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:20,15,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,15,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0,0,0,64,0,133333.3333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1728,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:21,238484,3,4,45,964,45,0,15.0,25.98076211,964,0,241.0,482.0,4230.8918,29.35207393,39747.33333,95228.75843,234109,24,237931,118965.5,162871.4404,234133,3798,238460,79486.66667,137217.8585,237932,45,0,0,0,0,104,136,12.57946026,16.77261368,0,964,126.125,338.9186322,114865.8393,0,0,0,1,0,0,0,0,1,144.1428571,15.0,241.0,0,0,0,0,0,0,3,45,4,964,5840,210,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:22,3706,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,539.6654074,3706.0,0.0,3706,3706,3706,3706.0,0.0,3706,3706,0,0.0,0.0,0,0,0,0,0,0,64,0,539.6654074,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1942,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:22,224413,3,4,45,964,45,0,15.0,25.98076211,964,0,241.0,482.0,4496.174464,31.19248885,37402.16667,91393.91234,223959,10,223992,111996.0,158372.12,223982,10,224390,74796.66667,129207.0541,223992,34,0,0,0,0,104,136,13.36820951,17.82427934,0,964,126.125,338.9186322,114865.8393,0,0,0,1,0,0,0,0,1,144.1428571,15.0,241.0,0,0,0,0,0,0,3,45,4,964,5840,210,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 08:45:22,3994,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500.7511267,3994.0,0.0,3994,3994,3994,3994.0,0.0,3994,3994,0,0.0,0.0,0,0,0,0,0,0,64,0,500.7511267,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1942,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
500,17,21/02/2018 08:42:42,89481235,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52658242,0.067053165,17900000.0,15300000.0,42000000,4000343,89500000,17900000.0,15300000.0,42000000,4000343,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067053165,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000343.0,0.0,4000343,4000343,21400000.0,15300000.0,42000000,7200431,Benign
500,17,21/02/2018 08:42:42,89481234,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52658279,0.067053166,17900000.0,15300000.0,42000000,4000343,89500000,17900000.0,15300000.0,42000000,4000343,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067053166,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000343.0,0.0,4000343,4000343,21400000.0,15300000.0,42000000,7200432,Benign
20388,6,21/02/2018 08:41:58,36357,2,0,80,0,80,0,40.0,56.56854249,0,0,0.0,0.0,2200.401573,55.01003933,36357.0,0.0,36357,36357,36357,36357.0,0.0,36357,36357,0,0.0,0.0,0,0,1,0,0,0,40,0,55.01003933,0.0,0,80,53.33333333,46.18802154,2133.333333,0,1,0,0,1,0,0,0,0,80.0,40.0,0.0,0,0,0,0,0,0,2,80,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
500,17,21/02/2018 08:43:19,89479840,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5271051,0.06705421,17900000.0,15300000.0,42000000,4000272,89500000,17900000.0,15300000.0,42000000,4000272,0,0.0,0.0,0,0,0,0,0,0,48,0,0.06705421,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000272.0,0.0,4000272,4000272,21400000.0,15300000.0,42000000,7200348,Benign
500,17,21/02/2018 08:43:19,89479837,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52710622,0.067054212,17900000.0,15300000.0,42000000,4000269,89500000,17900000.0,15300000.0,42000000,4000269,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054212,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000269.0,0.0,4000269,4000269,21400000.0,15300000.0,42000000,7200348,Benign
500,17,21/02/2018 08:44:08,89479768,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52713208,0.067054264,17900000.0,15300000.0,42000000,4000269,89500000,17900000.0,15300000.0,42000000,4000269,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054264,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000269.0,0.0,4000269,4000269,21400000.0,15300000.0,42000000,7200326,Benign
500,17,21/02/2018 08:44:08,89479766,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.52713283,0.067054266,17900000.0,15300000.0,42000000,4000268,89500000,17900000.0,15300000.0,42000000,4000268,0,0.0,0.0,0,0,0,0,0,0,48,0,0.067054266,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000268.0,0.0,4000268,4000268,21400000.0,15300000.0,42000000,7200326,Benign
